,Title,Package Name,Details Page,CVE,Affected Version
187,Path Traversal in general-file-server,general-file-server,https://github.com//advisories/GHSA-wv2f-3rxv-jqhp,CVE-2018-3724,<= 1.1.8
188,Path Traversal in hekto,hekto,https://github.com//advisories/GHSA-x26f-26qw-hhhx,CVE-2018-3725,< 0.2.3
189,Authentication Bypass in passport-azure-ad,passport-azure-ad,https://github.com//advisories/GHSA-73jp-3c67-hjfv,CVE-2016-7191,">= 1.0.0, < 1.4.6= 2.0.0"
190,Arbitrary Code Injection in pouchdb,pouchdb,https://github.com//advisories/GHSA-cgqv-x5cx-xvqh,CVE-2016-10546,< 6.0.5
191,Critical severity vulnerability that affects dns-sync,dns-sync,https://github.com//advisories/GHSA-wxvm-fh75-mpgr,,< 0.1.1
192,Directory Traversal in cyber-js,cyber-js,https://github.com//advisories/GHSA-6w83-22gj-5pv9,CVE-2017-16093,<= 1.0.7
193,Downloads Resources over HTTP in mystem-fix,mystem-fix,https://github.com//advisories/GHSA-j3wh-5m26-2pf7,CVE-2016-10698,<= 0.0.5
194,High severity vulnerability that affects jquery-ui,jquery-ui,https://github.com//advisories/GHSA-g8q2-24jh-5hpc,,< 1.12.0
195,Denial of Service in https-proxy-agent,https-proxy-agent,https://github.com//advisories/GHSA-8g7p-74h8-hg48,CVE-2018-3739,< 2.2.0
196,Remote Code Execution in markdown-pdf,markdown-pdf,https://github.com//advisories/GHSA-p7c9-jqhq-vr3v,CVE-2018-3770,< 9.0.0
197,Path Traversal in mcstatic,mcstatic,https://github.com//advisories/GHSA-3r8f-gphx-9m2c,CVE-2018-3730,<= 0.0.20
198,Moderate severity vulnerability that affects bracket-template,bracket-template,https://github.com//advisories/GHSA-488m-6gh8-9j36,CVE-2018-3735,<= 1.1.5
199,High severity vulnerability that affects mathjax,mathjax,https://github.com//advisories/GHSA-3c48-6pcv-88rm,CVE-2018-1999024,< 2.7.4
200,Path Traversal in superstatic,superstatic,https://github.com//advisories/GHSA-wm77-q74p-5763,,< 5.0.2
201,Arbitrary File Write via Archive Extraction in unzipper,unzipper,https://github.com//advisories/GHSA-884w-698f-927f,CVE-2018-1002203,< 0.8.13
202,Arbitrary File Write in adm-zip,adm-zip,https://github.com//advisories/GHSA-3v6h-hqm4-2rg6,CVE-2018-1002204,< 0.4.11
203,Directory Traversal in serve,serve,https://github.com//advisories/GHSA-q2qh-cgc2-qhr3,CVE-2018-3712,<= 6.4.8
204,Command Injection in whereis,whereis,https://github.com//advisories/GHSA-wjr4-2jgw-hmv8,CVE-2018-3772,< 0.4.1
205,Downloads Resources over HTTP in windows-seleniumjar,windows-seleniumjar,https://github.com//advisories/GHSA-m79w-4mqv-r39f,CVE-2016-10691,<= 2.48.2
206,Downloads Resources over HTTP in haxeshim,haxeshim,https://github.com//advisories/GHSA-cr6c-85fh-cqpg,CVE-2016-10692,<= 0.12.4
207,Downloads Resources over HTTP in alto-saxophone,alto-saxophone,https://github.com//advisories/GHSA-2p69-gxpm-5469,CVE-2016-10694,< 2.25.1
208,Downloads Resources over HTTP in react-native-baidu-voice-synthesizer,react-native-baidu-voice-synthesizer,https://github.com//advisories/GHSA-8hj4-w233-g35q,CVE-2016-10697,<= 1.0.0
209,Regular Expression Denial of Service in hawk,hawk,https://github.com//advisories/GHSA-jcpv-g9rr-qxrc,CVE-2016-2515,"< 3.1.3>= 4.0.0, < 4.1.1"
210,Moderate severity vulnerability that affects is-my-json-valid,is-my-json-valid,https://github.com//advisories/GHSA-ccq6-3qx5-vmqx,,<= 2.12.3
211,npm Token Leak in npm,npm,https://github.com//advisories/GHSA-m5h6-hr3q-22h5,CVE-2016-3956,"<= 2.15.0>= 3.0.0, <= 3.8.2"
212,Moderate severity vulnerability that affects moment,moment,https://github.com//advisories/GHSA-hxf5-mg84-pj4m,,< 2.11.2
213,Directory Traversal in ritp,ritp,https://github.com//advisories/GHSA-gf7h-vg5v-cch6,CVE-2017-16198,<= 1.0.5
214,Exfiltrates data on installation in cofeescript,cofeescript,https://github.com//advisories/GHSA-m6wh-m8m8-6xx5,CVE-2017-16202,= 1.0.1
215,Exfiltrates data on installation in coffe-script,coffe-script,https://github.com//advisories/GHSA-j49g-mp79-5vm5,CVE-2017-16203,= 1.0.1
216,Exfiltrates data on installation in coffescript,coffescript,https://github.com//advisories/GHSA-mc9x-v9xg-25pm,CVE-2017-16205,= 1.0.1
217,Exfiltrates data on installation in cofee-script,cofee-script,https://github.com//advisories/GHSA-c9rj-pgxv-84jc,CVE-2017-16206,= 1.0.1
218,Directory Traversal in elding,elding,https://github.com//advisories/GHSA-rp28-29ch-gh92,CVE-2017-16222,<= 1.0.0
219,Open Redirect in st,st,https://github.com//advisories/GHSA-72fg-jqhx-c68p,CVE-2017-16224,<= 1.2.1
220,Sandbox Breakout / Arbitrary Code Execution in static-eval,static-eval,https://github.com//advisories/GHSA-5mjw-6jrh-hvfq,CVE-2017-16226,< 2.0.0
221,Directory Traversal in jikes,jikes,https://github.com//advisories/GHSA-cpp2-q66x-fq44,CVE-2017-16139,= 0.0.1
222,Directory Traversal in desafio,desafio,https://github.com//advisories/GHSA-f499-jv47-9wxf,CVE-2017-16164,<= 1.1.0
223,Exfiltrates data on installation in jquey,jquey,https://github.com//advisories/GHSA-6fjr-m7v6-fpg9,CVE-2017-16204,= 1.0.1
224,Exfiltrates Discord login tokens to pastebin in discordi.js,discordi.js,https://github.com//advisories/GHSA-fv9m-f7w4-889c,CVE-2017-16207,<= 14.0.3
225,Cross-Site Scripting in metascraper,metascraper,https://github.com//advisories/GHSA-8f64-q7jc-ccgp,CVE-2018-3773,<= 3.11.8
226,Large gzip Denial of Service in superagent,superagent,https://github.com//advisories/GHSA-8225-6cvr-8pqp,CVE-2017-16129,< 3.7.0
227,Regular Expression Denial of Service in debug,debug,https://github.com//advisories/GHSA-gxpj-cx7g-858c,CVE-2017-16137,"< 2.6.9>= 3.0.0, < 3.1.0"
228,Regular Expression Denial of Service in charset,charset,https://github.com//advisories/GHSA-9cp3-fh5x-xfcj,CVE-2017-16098,< 1.0.1
229,Open Redirect in url-parse,url-parse,https://github.com//advisories/GHSA-pv4c-p2j5-38j4,CVE-2018-3774,< 1.4.3
230,Regular Expression Denial of Service in sshpk,sshpk,https://github.com//advisories/GHSA-2m39-62fm-q8r3,CVE-2018-3737,< 1.13.2
231,Downloads Resources over HTTP in marionette-socket-host,marionette-socket-host,https://github.com//advisories/GHSA-8wg9-92fr-6j7v,CVE-2016-10648,<= 0.1.1
232,Downloads Resources over HTTP in resourcehacker,resourcehacker,https://github.com//advisories/GHSA-p65h-233c-jxvm,CVE-2016-10646,> 0
233,Downloads Resources over HTTP in grunt-images,grunt-images,https://github.com//advisories/GHSA-x7q3-67vc-wvcf,CVE-2016-10645,<= 0.2.1
234,Downloads Resources over HTTP in slimerjs-edge,slimerjs-edge,https://github.com//advisories/GHSA-5rc6-2r3r-fv79,CVE-2016-10644,> 0
235,Downloads Resources over HTTP in jstestdriver,jstestdriver,https://github.com//advisories/GHSA-ph8p-2g97-9654,CVE-2016-10643,> 0
236,Downloads Resources over HTTP in cmake,cmake,https://github.com//advisories/GHSA-4j59-hfw6-6w7h,CVE-2016-10642,<= 0.0.4
237,Improper Authorization in aedes,aedes,https://github.com//advisories/GHSA-4cmx-hrq9-c23p,CVE-2018-3778,< 0.35.1
238,Downloads Resources over HTTP in fis-sass-all,fis-sass-all,https://github.com//advisories/GHSA-vcfp-ppqw-mf23,CVE-2016-10686,<= 0.2.0
239,Downloads Resources over HTTP in haxe3,haxe3,https://github.com//advisories/GHSA-2r9c-46v3-43fc,CVE-2016-10688,> 0
240,Code Injection in cryo,cryo,https://github.com//advisories/GHSA-38f5-ghc2-fcmv,CVE-2018-3784,<= 0.0.6
241,High severity vulnerability that affects git-dummy-commit,git-dummy-commit,https://github.com//advisories/GHSA-h3c2-x77c-7pvr,CVE-2018-3785,<= 1.3.0
242,Privilege Escalation due to Blind NoSQL Injection in flintcms,flintcms,https://github.com//advisories/GHSA-jhq3-57xh-6643,CVE-2018-3783,< 1.1.10
243,Remote Code Execution in electron,electron,https://github.com//advisories/GHSA-hv9c-qwqg-qj3v,CVE-2018-15685,">= 1.7.0, < 1.7.16>= 1.8.0, < 1.8.8>= 2.0.0, < 2.0.8"
244,Hijacked Environment Variables in shadowsock,shadowsock,https://github.com//advisories/GHSA-36vc-cw62-fqvr,CVE-2017-16078,> 0
245,Hijacked Environment Variables in mongose,mongose,https://github.com//advisories/GHSA-894f-rw44-qrw5,CVE-2017-16077,> 0
246,Regular Expression Denial of Service in timespan,timespan,https://github.com//advisories/GHSA-f523-2f5j-gfcg,CVE-2017-16115,<= 2.3.0
247,Hijacked Environment Variables in crossenv,crossenv,https://github.com//advisories/GHSA-c2m4-w5hm-vqjw,CVE-2017-16074,<= 1.0.1
248,Hijacked Environment Variables in http-proxy.js,http-proxy.js,https://github.com//advisories/GHSA-4g54-95xv-f353,CVE-2017-16075,<= 1.0.2
249,Hijacked Environment Variables in proxy.js,proxy.js,https://github.com//advisories/GHSA-qj73-v688-wqxf,CVE-2017-16076,<= 1.0.2
250,Hijacked Environment Variables in smb,smb,https://github.com//advisories/GHSA-vv6q-9cfw-4c83,CVE-2017-16079,<= 1.0.2
251,Directory Traversal in easyquick,easyquick,https://github.com//advisories/GHSA-8h55-49jm-739x,CVE-2017-16109,<= 0.1.1
252,Hijacked Environment Variables in nodeffmpeg,nodeffmpeg,https://github.com//advisories/GHSA-wqh4-27cc-j8f2,CVE-2017-16069,<= 1.0.2
253,Hijacked Environment Variables in nodecaffe,nodecaffe,https://github.com//advisories/GHSA-2wpq-vvw6-67wr,CVE-2017-16070,>= 0.0.0
254,Hijacked Environment Variables in nodemailer-js,nodemailer-js,https://github.com//advisories/GHSA-xh56-3f5w-9h25,CVE-2017-16071,<= 1.0.2
255,Hijacked Environment Variables in nodemailer.js,nodemailer.js,https://github.com//advisories/GHSA-j866-8vxx-27hx,CVE-2017-16072,<= 1.0.2
256,Hijacked Environment Variables in node-openssl,node-openssl,https://github.com//advisories/GHSA-j68r-23hj-xf9c,CVE-2017-16064,<= 1.0.2
257,Hijacked Environment Variables in openssl.js,openssl.js,https://github.com//advisories/GHSA-22gq-x6pg-752j,CVE-2017-16065,>= 0.0.0
258,Moderate severity vulnerability that affects opencv.js,opencv.js,https://github.com//advisories/GHSA-5hxw-r847-qfwp,CVE-2017-16066,<= 1.2.1
259,Hijacked Environment Variables in node-opencv,node-opencv,https://github.com//advisories/GHSA-4x37-5rh2-hp8c,CVE-2017-16067,<= 1.0.2
260,Hijacked Environment Variables in ffmepg,ffmepg,https://github.com//advisories/GHSA-3wxq-7r8m-qpmg,CVE-2017-16068,<= 1.0.2
261,Hijacked Environment Variables in babelcli,babelcli,https://github.com//advisories/GHSA-72hv-rp4q-q7f3,CVE-2017-16060,<= 1.0.0
262,High severity vulnerability that affects mosca,mosca,https://github.com//advisories/GHSA-wqg7-vrj7-v82h,CVE-2018-11615,< 2.8.2
263,Moderate severity vulnerability that affects editor.md,editor.md,https://github.com//advisories/GHSA-vjcj-5g2r-vxqc,CVE-2018-16330,= 1.5.0
264,Moderate severity vulnerability that affects simplehttpserver,simplehttpserver,https://github.com//advisories/GHSA-gpvj-q7fp-jcch,CVE-2018-3787,< 0.2.1
265,Command Injection in macaddress,macaddress,https://github.com//advisories/GHSA-pp57-mqmh-44h7,CVE-2018-13797,< 0.2.9
266,Sensitive Data Exposure in msrcrypto,msrcrypto,https://github.com//advisories/GHSA-qg3g-2mgh-33j8,CVE-2018-8319,< 1.4.1
267,SQL Injection in query-mysql,query-mysql,https://github.com//advisories/GHSA-9mr8-6prp-gwjv,CVE-2018-3754,<= 0.0.2
268,Cross-Site Scripting in public,public,https://github.com//advisories/GHSA-8p5p-ff7x-hw7q,CVE-2018-3747,< 0.1.4
269,Insufficient Entropy in cryptiles,cryptiles,https://github.com//advisories/GHSA-rq8g-5pc5-wrhr,CVE-2018-1000620,< 4.1.2
270,Cross-Site Scripting in exceljs,exceljs,https://github.com//advisories/GHSA-2j2j-8rrv-264g,CVE-2018-16459,< 1.6.0
271,Moderate severity vulnerability that affects bootstrap,bootstrap,https://github.com//advisories/GHSA-pj7m-g53m-7638,CVE-2018-14041,"< 3.4.0>= 4.0.0, < 4.1.2"
272,Hijacked Environment Variables in noderequest,noderequest,https://github.com//advisories/GHSA-5cv7-r488-wc5x,CVE-2017-16073,<= 1.0.2
273,Command Injection in egg-scripts,egg-scripts,https://github.com//advisories/GHSA-c9j3-wqph-5xx9,CVE-2018-3786,< 2.8.1
274,Command Injection in ps,ps,https://github.com//advisories/GHSA-cfhg-9x44-78h2,CVE-2018-16460,< 1.0.0
275,High severity vulnerability that affects bson,bson,https://github.com//advisories/GHSA-8462-q7x7-g2x4,CVE-2018-13863,">= 0.5.0, < 1.0.5"
276,Path Traversal in html-pages,html-pages,https://github.com//advisories/GHSA-fm87-46vv-jqrr,CVE-2018-3744,<= 2.1.2
277,Prototype Pollution in merge-recursive,merge-recursive,https://github.com//advisories/GHSA-cvxm-f295-x957,CVE-2018-3751,<= 0.0.3
278,High severity vulnerability that affects merge-object,merge-object,https://github.com//advisories/GHSA-fp82-2h99-3fpp,CVE-2018-3753,<= 1.0.0
279,Path Traversal in buttle,buttle,https://github.com//advisories/GHSA-m8cr-q935-8j67,CVE-2018-3766,<= 0.2.0
280,Downloads Resources over HTTP in apk-parser2,apk-parser2,https://github.com//advisories/GHSA-hxhm-3vj9-6cqh,CVE-2016-10632,<= 0.1.1
281,Downloads Resources over HTTP in node-bsdiff-android,node-bsdiff-android,https://github.com//advisories/GHSA-c2vr-2c89-ph88,CVE-2016-10641,<= 0.1.5
282,Directory Traversal in augustine,augustine,https://github.com//advisories/GHSA-4wch-fwmx-cf47,CVE-2017-0930,<= 0.2.3
283,Cross-Site Scripting in glance,glance,https://github.com//advisories/GHSA-7375-vjr2-3g7w,CVE-2018-3748,< 3.0.8
284,Denial of Service in memjs,memjs,https://github.com//advisories/GHSA-cx8m-8xmx-q8v3,CVE-2018-3767,<= 1.2.0
285,Cross-Site Scripting in sexstatic,sexstatic,https://github.com//advisories/GHSA-qfh2-6f7q-gr86,CVE-2018-3755,<= 0.6.2
286,Hijacked Environment Variables in node-opensl,node-opensl,https://github.com//advisories/GHSA-646x-m363-9rh4,CVE-2017-16063,> 0
287,Prototype Pollution in merge-options,merge-options,https://github.com//advisories/GHSA-qw93-45r3-p66p,CVE-2018-3752,< 1.0.1
288,Prototype Pollution in deep-extend,deep-extend,https://github.com//advisories/GHSA-hr2v-3952-633q,CVE-2018-3750,< 0.5.1
289,Out-of-bounds Read in atob,atob,https://github.com//advisories/GHSA-8w4h-3cm3-2pm2,CVE-2018-3745,< 2.1.0
290,Denial of Service in protobufjs,protobufjs,https://github.com//advisories/GHSA-762f-c2wg-m8c8,CVE-2018-3738,">= 6.0.0, < 6.8.6< 5.0.3"
291,Cryptographically Weak PRNG in randomatic,randomatic,https://github.com//advisories/GHSA-6g33-f262-xjp4,CVE-2017-16028,< 3.0.0
292,Denial of Service via malformed accept-encoding header in hapi,hapi,https://github.com//advisories/GHSA-cqjg-whmm-8gv6,CVE-2017-16013,">= 15.0.0, <= 16.1.0"
293,Moderate severity vulnerability that affects mustache,mustache,https://github.com//advisories/GHSA-3233-rgx3-c2wh,,< 2.2.1
294,High severity vulnerability that affects uglify-js,uglify-js,https://github.com//advisories/GHSA-g6f4-j6c2-w3p3,,< 2.4.24
295,Regular Expression Denial of Service in negotiator,negotiator,https://github.com//advisories/GHSA-7mc5-chhp-fmc3,CVE-2016-10539,< 0.6.1
296,Regular Expression Denial of Service in minimatch,minimatch,https://github.com//advisories/GHSA-hxm2-r34f-qmc5,CVE-2016-10540,< 3.0.2
297,Verification Bypass in jsonwebtoken,jsonwebtoken,https://github.com//advisories/GHSA-c7hr-j4mj-j2w6,CVE-2015-9235,< 4.2.2
298,Denial-of-Service Extended Event Loop Blocking in qs,qs,https://github.com//advisories/GHSA-f9cm-p3w6-xvr3,CVE-2014-10064,< 1.0.0
299,High severity vulnerability that affects qs,qs,https://github.com//advisories/GHSA-crvj-3gj9-gm2p,,< 1.0.0
300,Moderate severity vulnerability that affects send,send,https://github.com//advisories/GHSA-pgv6-jrvv-75jp,,< 0.8.4
301,ReDoS via long string of semicolons in tough-cookie,tough-cookie,https://github.com//advisories/GHSA-qhv9-728r-6jqg,CVE-2016-1000232,< 2.3.0
302,High severity vulnerability that affects next,next,https://github.com//advisories/GHSA-qw96-mm2g-c8m7,CVE-2018-18282,">= 7.0.0, < 7.0.2"
303,Critical severity vulnerability that affects dojox,dojox,https://github.com//advisories/GHSA-84cm-x2q5-8225,CVE-2018-15494,< 1.14
304,High severity vulnerability that affects blueimp-file-upload,blueimp-file-upload,https://github.com//advisories/GHSA-4cj8-g9cp-v5wr,CVE-2018-9206,<= 9.22.0
305,Private Data Disclosure in express-restify-mongoose,express-restify-mongoose,https://github.com//advisories/GHSA-cgjx-mwpx-47jv,CVE-2016-10533,"<= 2.4.2>= 3.0.0, <= 3.0.1"
306,Cross-Site Scripting in handlebars,handlebars,https://github.com//advisories/GHSA-9prh-257w-9277,CVE-2015-8861,< 4.0.0
307,No Charset in Content-Type Header in express,express,https://github.com//advisories/GHSA-gpvr-g6gh-9mc2,CVE-2014-6393,"< 3.11.0>= 4.0.0, < 4.5.0"
308,Missing Origin Validation in parcel-bundler,parcel-bundler,https://github.com//advisories/GHSA-37q6-576q-vgr7,CVE-2018-14731,< 1.10.0
309,Prototype Pollution in merge,merge,https://github.com//advisories/GHSA-f9cm-qmx5-m98h,CVE-2018-16469,< 1.2.1
310,Hijacked Environment Variables in tkinter,tkinter,https://github.com//advisories/GHSA-rwg6-3fmj-w4wx,CVE-2017-16061,>= 0.0.0
311,Hijacked Environment Variables in node-tkinter,node-tkinter,https://github.com//advisories/GHSA-mwcv-m549-5cm8,CVE-2017-16062,<= 1.0.2
312,Command Injection in apex-publish-static-files,apex-publish-static-files,https://github.com//advisories/GHSA-9jm3-5835-537m,CVE-2018-16462,< 2.0.1
313,Command Injection in libnmap,libnmap,https://github.com//advisories/GHSA-7g2w-6r25-2j7p,CVE-2018-16461,< 0.4.16
314,Path Traversal in takeapeek,takeapeek,https://github.com//advisories/GHSA-23xp-j737-282v,CVE-2018-16473,<= 0.2.2
315,Stored Cross-Site Scripting in tianma-static,tianma-static,https://github.com//advisories/GHSA-jhgp-hvj6-x2p2,CVE-2018-16474,<= 1.0.4
316,Path Traversal in knightjs,knightjs,https://github.com//advisories/GHSA-3hvm-hgpw-rx4j,CVE-2018-16475,<= 0.0.1
317,XSS Filter Bypass via Encoded URL in validator,validator,https://github.com//advisories/GHSA-79mx-88w7-8f7q,CVE-2014-9772,< 2.0.0
318,Forgeable Public/Private Tokens in jwt-simple,jwt-simple,https://github.com//advisories/GHSA-vgrx-w6rg-8fqf,CVE-2016-10555,< 0.3.1
319,Cross-Site Scripting in nunjucks,nunjucks,https://github.com//advisories/GHSA-f7ph-p5rv-phw2,CVE-2016-10547,< 2.4.3
320,Moderate severity vulnerability that affects auth0-js,auth0-js,https://github.com//advisories/GHSA-wv26-rj8c-4r33,CVE-2018-6874,< 9.0.0
321,HTML Injection in shout,shout,https://github.com//advisories/GHSA-26q7-g57v-mxcp,CVE-2017-16043,">= 0.44.0, <= 0.49.3"
322,Insecure randomness in socket.io,socket.io,https://github.com//advisories/GHSA-qv2v-m59f-v5fw,CVE-2017-16031,<= 0.9.6
323,Prototype Pollution in cached-path-relative,cached-path-relative,https://github.com//advisories/GHSA-hc9w-4p87-j549,CVE-2018-16472,< 1.0.2
324,Moderate severity vulnerability that affects editor.md,editor.md,https://github.com//advisories/GHSA-x3g3-334f-q6h4,CVE-2018-19056,= 1.5.0
325,Hijacked Environment Variables in mssql-node,mssql-node,https://github.com//advisories/GHSA-3p8f-j2vw-7hw9,CVE-2017-16059,<= 1.0.2
326,Hijacked Environment Variables in nodemssql,nodemssql,https://github.com//advisories/GHSA-9xgh-xgw5-p5cw,CVE-2017-16057,<= 1.0.2
327,Hijacked Environment Variables in gruntcli,gruntcli,https://github.com//advisories/GHSA-9fg5-f5pj-rwcc,CVE-2017-16058,<= 1.0.2
328,Hijacked Environment Variables in mssql.js,mssql.js,https://github.com//advisories/GHSA-5mhv-9qw8-j63g,CVE-2017-16056,<= 1.0.2
329,Directory Traversal in hostr,hostr,https://github.com//advisories/GHSA-xqqr-p362-6rmc,CVE-2017-16029,<= 2.3.5
330,Cross-Site Scripting in morris.js,morris.js,https://github.com//advisories/GHSA-fwx5-5fqj-jv98,CVE-2017-16022,= 0.5.0
331,Remote Memory Exposure in request,request,https://github.com//advisories/GHSA-7xfp-9c55-5vqj,CVE-2017-16026,">= 2.49.0, < 2.68.0>= 2.2.6, < 2.47.0"
332,Tmp files readable by other users in sync-exec,sync-exec,https://github.com//advisories/GHSA-38h8-x697-gh8q,CVE-2017-16024,<= 0.6.2
333,Cross-Site Scripting (XSS) in restify,restify,https://github.com//advisories/GHSA-qw3g-35hc-fcrh,CVE-2017-16018,">= 2.0.0, <= 4.0.4"
334,Cross-Site Scripting in sanitize-html,sanitize-html,https://github.com//advisories/GHSA-xc6g-ggrc-qq4r,CVE-2017-16016,<= 1.11.1
335,Cross-Site Scripting in forms,forms,https://github.com//advisories/GHSA-vwjj-2852-3765,CVE-2017-16015,< 1.3.0
336,Insufficient Error Handling in http-proxy,http-proxy,https://github.com//advisories/GHSA-9xw9-pvgv-6p76,CVE-2017-16014,<= 0.6.6
337,Cross-Site Scripting in sanitize-html,sanitize-html,https://github.com//advisories/GHSA-wg96-3933-j2w5,CVE-2017-16017,< 1.2.3
338,XSS in Data URI in remarkable,remarkable,https://github.com//advisories/GHSA-mrmf-qwxg-7c3h,CVE-2017-16006,<= 1.6.2
